Name,category,country,num_episodes,aired,orginal_network,duration,watchers,director,screenwriter,rating,num_raters,cast_names,genre_names,tag_names,synopsis,url
Designated Survivor: 60 Days,Drama,South Korea,16,2019,Netflix tvN,1 hr. 10 min.,"10,517",Yoo Jong Sun,Kim Tae Hee,8.6,"4,297","Ji Jin Hee,Son Seok Koo,Kang Han Na,Heo Joon Ho,Lee Joon Hyuk,Choi Yoon Young","Thriller,Mystery,Drama,Political "," Power Struggle,Conspiracy,Blue House,Lying,Social Commentary,Terrorism,Deception,National Intelligence Service,National Assembly,Death  ","Park Moo Jin is a former professor of chemistry and now holds the Minister of Environment position. He doesn't have ambition, personal beliefs or political sense. One day, the cabinet is gathered in the National Assembly for the president's address. A terror attack takes place, killing many government officials, including the president and ministers. Park Moo Jin is the highest ranking government official left alive. He doesn't want the position, but he must sit as the acting president for 60 days. Park Moo Jin chases after the person or group responsible for the attack as he grows as a national leader.",https://i.mydramalist.com/Wmq1Rc.jpg?v=1
Bad Guys,Drama,South Korea,11,2014,OCN,1 hr. 5 min.,"28,929","Shin Yong Hwi,  Kim Jung Min",Han Jung Hoon,8.6,"12,386","Kim Sang Joong,Park Hae Jin,Jo Dong Hyuk,Ma Dong Seok,Kang Ye Won,Kang Shin Il","Action,Thriller,Psychological,Crime "," Psychopath,Murder,Teamwork,Serial Killer,Strong Male Lead,Gangster,Smart Male Lead,Skilled Killer,Violence,Death  ","To combat rising violent crimes, the Police Chief asks Detective Oh Goo Tak to form a team consisting of criminals. 

Detective Oh Goo Tak is currently suspended from the police force for using excessive force. Detective Oh Goo Tak gathers team members: Park Woong Cheol who is a gangster, Lee Jung Moon who is the youngest serial killer with extraordinary intelligence and Jung Tae Soo who is a contract killer. 

Also, Police Inspector Yoo Mi Young joins the team. She tries to have the guys work as a team by dealing with them rationally and sometimes emotionally.",https://i.mydramalist.com/nOegEc.jpg?v=1
Moon Lovers: Scarlet Heart Ryeo,Drama,South Korea,20,2016,SBS,60 min.,"1,01,928",Kim Kyu Tae,Jo Yoon Young,8.7,"50,807","Lee Joon Gi,IU,Kang Ha Neul,Hong Jong Hyun,Nam Joo Hyuk,Byun Baek Hyun","Historical,Romance,Fantasy,Melodrama "," Goryeo Dynasty,Badass Male Lead,Power Struggle,Brothers,Sibling Rivalry,Tearjerker,Adapted From A Novel,Death,Time Travel,Obsession  ","When a total eclipse of the sun takes place, Go Ha Jin is transported back in time to the start of the Goryeo Dynasty of Korea during King Taejo's rule. She wakes up in the body of the 16-year-old Hae Soo and finds herself living in the house of the 8th Prince Wang Wook, who is married to Hae Soo's cousin. She soon befriends several of the princes and meets the ostracized 4th Prince, Wang So. Although knowing she should not get involved in palace intrigues over the succession to the throne, she inadvertently becomes a pawn in the struggle, as several of the Princes fall in love with her.",https://i.mydramalist.com/jWJxbc.jpg?v=1
Children of Nobody,Drama,South Korea,32,2019,MBC,30 min.,"13,050",Choi Jung Gyu,Do Hyun Jung,8.6,"3,940","Kim Sun Ah,Lee Yi Kyung,Nam Gyu Ri,Cha Hak Yeon,Joo Seok Tae,Na Young Hee","Thriller,Mystery,Psychological,Drama "," Trauma,Child Abuse,Smart Female Lead,Child Behavior Issues,Murder,Tragic Past,Psychiatry,Child Abandonment,Domestic Violence,Strong Female Lead  ","Cha Woo Kyung is a child counselor who works at a children혪s center. Her life seems perfect since she is married to a great husband and is pregnant. However, her perfect life doesn't last long, when an accident changes her life. She then meets Kang Ji Hun, a detective who is strict toward criminals and believes they should be punished to the full extent.",https://i.mydramalist.com/2OW0dc.jpg?v=1
Kingdom,Drama,South Korea,6,2019,Netflix,51 min.,"46,066",Kim Sung Hoon,Kim Eun Hee,8.8,"24,049","Joo Ji Hoon,Ryu Seung Ryong,Bae Doo Na,Kim Sung Gyu,Kim Chan Yi,Kim  Sang Ho","Thriller,Historical,Horror,Political "," Joseon Dynasty,Adapted From A Webtoon,Power Struggle,Gore,Strong Male Lead,Survival,Nice Male Lead,Corruption,Zombies,Strong Female Lead  ","No sooner does the Joseon King succumb to smallpox, do the rumors of his death begin. The Cho Clan, the clan of the pregnant Queen and her father, Chief State Councillor Cho Hak Joo, declares the Crown Prince a traitor.

Questioning the circumstances surrounding the King혪s death, the Crown Prince and his guard, Moo Young, set forth to locate Lee Seung Hui, the last physician to treat his father. But the two end up stuck with Assistant Physician Seo Bi and a mysterious man named Young Shin in a village plagued with a terrifying disease.",https://i.mydramalist.com/d4d1Wc.jpg?v=1
Boku no Ita Jikan,Drama,Japan,11,2014,Fuji TV,54 min.,"13,626","Hayama Hiroki,  Joho Hidenori",Hashibe Atsuko,8.5,"4,569","Miura Haruma,Tabe Mikako,Saitoh Takumi,Kazama Shunsuke,Yamamoto Mizuki,Nomura Shuhei","Romance,Life,Drama,Melodrama "," Tearjerker,Disability,Terminal Illness,Illness,Nice Male Lead,Smart Male Lead,Mother-Daughter Relationship,Father-Son Relationship,Strong Female Lead,Amyotrophic Lateral Sclerosis  ","Sawada Takuto is an ordinary university student, who one day learns that he has A.L.S.  (Lou Gehrig혪s disease) with not much time left to live. Instead of wallowing in despair, Takuto tries to live his life to the fullest.",https://i.mydramalist.com/BgOOz_4c.jpg?v=1
The Guest,Drama,South Korea,16,2018,OCN,1 hr. 7 min.,"24,584",Kim Hong Seon,"Seo Jae Won,  Kwon So Ra",8.7,"9,345","Kim Dong Wook,Kim Jae Wook,Jung Eun Chae,Lee Won Jong,Park Ho San,Ahn Nae Sang","Thriller,Mystery,Horror,Supernatural "," Exorcism,Death,Demon,Possessed,Shamanism,Murder,Psychic,Strong Female Lead,Priest,Policewoman  ","Yoon Hwa Pyung, a young psychic born into a shaman family, learns about the powerful demon called ""Son"" (Guest). The demon has the power to control other demons and allows them to possess weak people. The possessed people then go mad, kill their families, and stab themselves in the eye. Fatefully, Hwa Pyung, Choi Yoon; a young boy born in a religious Catholic family, and Kang Kil Yeong; the daughter of a detective, meet when their families are killed by a demon.

Twenty years later, the demon killings started again. Hwa Pyung is now a taxi driver who uses his power to seek out possessed people in order to help them, while Yoon is a Catholic priest who is talented in exorcism, and Kil Yeong is a detective who doesn't believe in ghosts. The trio meets again and tries to work together to defeat ""Son"".",https://i.mydramalist.com/Wb2pWc.jpg?v=1
Cruel City,Drama,South Korea,20,2013,jTBC,60 min.,"21,890",Lee Jeong Hyo,Yoo Sung Yeol,8.6,"8,894","Jung Kyung Ho,Nam Gyu Ri,Lee Jae Yoon,Son Chang Min,Kim Yoo Mi,Choi Moo Sung","Action,Thriller,Romance,Crime "," Badass Male Lead,Gang,Bromance,Strong Female Lead,Gangster,Strong Male Lead,Smart Male Lead,Sismance,Steamy Kiss,Drug Dealer  ","Portrays the cruel life of the drug cartels and the story of revenge for a loved one. 

Jung Shi Hyun is a newly appointed under-boss of the drug cartel. He lives in the shadows. No one knows his true name. No one knows his identity except the ones he calls friends. When Jung Shi Hyun is accused of murder, he is determined to find out who really killed the girlfriend of Ji Hyung Min. But is it really only for himself? Or does he have another reason to find out who killed her? 

Ji Hyung Min is a detective who is seeking revenge for the death of his girlfriend. He only has one suspect in mind, Doctor's Son. He's determined to catch him and kill him for what he has done. But no one knows what Doctor's Son looks like or any details about him, so how is he supposed to know who he is and how to find him? He proceeds on a long journey to fight for justice.",https://i.mydramalist.com/RLd8R_4c.jpg?v=1
Cross Fire,Drama,China,36,2020,Tencent Video,45 min.,"7,336",Derek Hui,Xu Su,8.6,"1,893","Lu Han,Leo Wu,Song Yan Fei,Dai Lu Wa,Xia Zhi Yuan,Pan Mei Ye","Action,Youth,Sci-Fi,Sports "," Gaming,Time Altering,Disability,Bromance,Adapted From Video Game,Gamer,Mystery,Slight Romance,Different Timelines,Strong Friendship  ","In 2008, Xiao Feng is a downcast e-sports team leader who is barely keeping his team together. E-sports is in its infancy and there is little money to be earned. Xiao Feng's team is looked down upon and ridiculed, yet they insist on fighting for their dreams.
In 2019, Lu Xiao Bei is a genius in the same game, a masterful player. In reality, he is a disabled young man in a wheelchair. He vowed to continue his brother's legacy to become a professional e-sports player, yet loses his chance to join a professional team.
Despite living 11 years apart, a cosmic glitch allowed the two to transcend space and time as they chance upon each other within the same game. From a position of mutual distrust to that of camaraderie, they form their own teams, and help each other grow in life and as players to achieve their dreams.",https://i.mydramalist.com/v6qPe_4c.jpg?v=1
The Fiery Priest,Drama,South Korea,40,2019,SBS,35 min.,"19,620",Lee Myung Woo,Park Jae Bum,8.7,"7,755","Kim Nam Gil,Kim Sung Kyun,Lee Ha Nee,Go Jun,Geum Sae Rok,Jeon Sung Woo","Action,Mystery,Comedy,Crime "," Badass Male Lead,Priest,Eccentric Male Lead,Sassy Female Lead,Bromance,Aggressive Male Lead,Church,Strong Friendship,PTSD,Sismance  ","Kim Hae Il is a Catholic priest. He makes spiteful remarks and he can be rude to others. Koo Dae Young is a detective. He talks a lot and he is also timid. Park Kyung Sun is a prosecutor. She is smart and beautiful. She is also ambitious as a prosecutor and good at her job.
The three of them team up and work together to solve a murder case involving a senior Catholic priest.",https://i.mydramalist.com/evbZqc.jpg?v=1
Good Manager,Drama,South Korea,20,2017,KBS2,60 min.,"28,422","Lee Jae Hoon,  Choi Yoon Seok",Park Jae Bum,8.6,"12,025","Namkoong Min,Nam Sang Mi,Lee Jun Ho,Jung Hye Sung,Kim Won Hae,Kim Kang Hyun","Business,Comedy,Crime,Drama "," Eccentric Male Lead,Corruption,Bromance,Social Satire,Smart Male Lead,Revenge,Accountant,Enemy Mine,Smart Female Lead,Strong Female Lead  ","Can corporate politics turn a bad person into a good person? Kim Sung Ryong is a skilled accountant who works for gangsters. He makes his way into a company called TQ Group as a middle manager in the accounting department with the intention of embezzling money from the company. As he contends with hot-shot accountant Yoon Ha Kyung, financial prodigy Seo Yul and peppy intern Hong Ga Eun, Sung Ryong finds himself embroiled in office politics and notices other shenanigans by those in power that threaten to bring down the company. Sung Ryong slowly comes to realize that he혪d rather fight against corporate corruption and fight for employees혪 rights than complete the mission he originally came to do. Can he succeed at his new objective against all odds?",https://i.mydramalist.com/6oKxjc.jpg?v=1
You Are My Glory,Drama,China,32,2021,Tencent Video,35 min.,"25,884",Wang Zhi,Gu Man,8.8,"12,183","Yang Yang,Dilraba Dilmurat,Pan Yue Ming,Hu Ke,Wang Yan Lin,Sun Ya Li","Comedy,Romance,Life,Youth "," Time Skip,First Love Returns,Steamy Kiss,Famous Lead/Common Lead,Successful Female Lead,Friends To Lovers,Aerospace Engineer,Strong Female Lead,Dream,Smart Male Lead  ","A story that follows an aerospace engineer Yu Tu and the shining star Qiao Jing Jing. A decision is made to start gaming in order to save her endorsement deal brings her face to face with an old crush. As they grow closer, the two forge ahead to become each other's glory. Being a well-known celebrity, Qiao Jing Jing has to keep up with appearances in order to maintain her multi-faceted image. Alas, one starts to crack when someone leaks a video of her playing an online game and being terrible at it which is completely inconsistent with the image she has created for herself as the game's ambassador. Thus, she joins a gaming competition to prove her skills and to prevent herself from losing her endorsements.

Qiao Jing Jing decides to use all of her free time towards improving her game and her decision leads her to reconnect with her old high school classmate, Yu Tu, whom she once had a crush on. He was a legend at their school, outstanding in everything that he does, while Qiao Jing Jing was just your average girl. Yu Tu went on to become an aerospace engineer who is also an expert gamer. It seems that the online game brought them together once more so she asks him to become her gaming coach.",https://i.mydramalist.com/jJVmO_4c.jpg?v=1
18 Again,Drama,South Korea,16,2020,jTBC,1 hr. 10 min.,"40,442",Ha Byung Hoon,"Kim Do Yeon,  Ahn Eun Bin,  Choi Yi Ryun",8.7,"18,129","Kim Ha Neul,Yoon Sang Hyun,Lee Do Hyun,Roh Jeong Eui,Ryeoun,Wi Ha Joon","Romance,Life,Drama,Fantasy "," Second Chance,First Love,Return To Past,Father-Son Relationship,Divorce,Remake,Married Couple,Father-Daughter Relationship,Hardworking Female Lead,Mother-Daughter Relationship  ","After nearly twenty years of marriage, Jung Da Jung and Hong Dae Young seem to be well settled in their domestic lives. The proud parents of a pair of eighteen year old twins, the devoted couple have worked hard to build a happy home together. But what seems like an ideal life on the outside is really anything but. Fed up with Dae Young혪s incessant nonsense, Da Jung is at her wits혪 end. When Dae Young announces that he혪s been fired, Da Jung gives up completely. Convinced life would be better without her husband in it, Da Jung wastes no time in filing for divorce.

Shaken by his wife혪s decision to leave him and utterly disappointed in where life has taken him, Dae Young takes a hard look at his life. It doesn혪t take him long to see all the places where things went wrong, and soon he finds himself regretting absolutely everything about his life. The moment the thoughts of regret enter his head, his body is instantly transformed into that of an eighteen year old, while his thirty-seven year old mind remains intact. Suddenly given the chance to re-do his entire life, Dae Young changes his name to Ko Woo Young and enrolls himself in his children's혪 school. Seeing life from an entirely different perspective, Dae Young soon finds that despite keeping his middle-aged brain, he still has a lot to learn.",https://i.mydramalist.com/xnNnq_4c.jpg?v=1
Fight For My Way,Drama,South Korea,16,2017,KBS2,60 min.,"90,231","Lee Na Jung,  Kim Dong Hwi",Im Sang Choon,8.5,"46,113","Park Seo Joon,Kim Ji Won,Ahn Jae Hong,Song  Ha Yoon,Kim Sung Oh,Jin Hee Kyung","Business,Comedy,Romance,Sports "," Childhood Friends,Friends To Lovers,Strong Male Lead,Strong Female Lead,Badass Male Lead,Neighbors,Strong Friendship,Character Development,Secondary Couple,Ex-girlfriend Comes Back  ","Can you still go after your dreams without the right background?
 Ko Dong Man has always dreamed of becoming famous as a taekwondo athlete but now works as a contract employee in a mundane job. His bickering longtime friend, Choi Ae Ra, aspires to become a television anchor but works instead at the information desk of a department store.
Their friends, Kim Joo Man and Baek Seol Hee have been dating for six years but face a new threat to their relationship.
Can the four friends achieve their individual dreams despite having 혫third-rate혬 qualifications?",https://i.mydramalist.com/nv0kQc.jpg?v=1
More than Blue: The Series,Drama,Taiwan,10,2021,Netflix,45 min.,"2,510",Hsieh Pei Ju,,8.6,922,"Gingle Wang,Fandy Fan,Ivy Shao,Edison Wang,Figaro Tseng,Eleven Yao","Music,Romance,Life,Melodrama "," Tearjerker,Terminal Illness,Time Skip,Multiple Mains,Multiple Couples,Adapted From A Novel,Miniseries,Composer,Music Industry,Death Of Parents  ","More than Blue: The Series revolves around the journey of music producer Wang Po Han and his assistant An Yi Qi to find the copyright owner of the mysterious song for their artist, A-Lin. They also came across a diary belonging to K who is the producer of the mysterious song and traveled into the life story of K through the diary. 

The diary tells the story of K and Cream, two orphans who journey through life and share experiences in sadness and joy together. However, K is diagnosed with fatal leukemia cancer. Knowing that Cream's biggest fear is to be left alone, K keeps the fact that he has terminal cancer a secret.",https://i.mydramalist.com/Rl8WV_4c.jpg?v=1
Squid Game,Drama,South Korea,9,2021,Netflix,60 min.,"66,560",Hwang Dong Hyuk,,8.5,"49,670","Lee Jung Jae,Park Hae Soo,Jung Ho Yeon,Wi Ha Joon,Anupam Tripathi,Oh Young Soo","Action,Thriller,Mystery,Drama "," Death Game,Death,Poor Male Lead,Extreme Violence,Betrayal,Debt,Competition,Gore,Survival,Murder  ","After a failed business venture, the debt-ridden chauffeur Seong Gi Hun lives his life gambling away the money he mooches off his elderly mother while failing to provide for her and his estranged daughter. When his life finally hits rock bottom, he receives an irresistible offer promising him a ?45.6 billion prize in exchange for winning traditional Korean children's games against 455 other players, among them his childhood friend Cho Sang Woo. Commencing the games, the participants soon learn of the deadly consequences that come with losing.",https://i.mydramalist.com/X6vkX_4c.jpg?v=1
Mr. Queen,Drama,South Korea,20,2021,tvN,1 hr. 20 min.,"46,579",Yoon Sung Shik,"Park Kye Ok,  Choi Ah Il",9,"23,460","Shin Hye Sun,Kim Jung Hyun,Bae Jong Ok,Kim Tae Woo,Jo Yun Hee,Seol In Ah","Historical,Comedy,Romance,Fantasy "," Smart Male Lead,Transmigration,Calm Male Lead,Joseon Dynasty,Time Travel,Sassy Female Lead,Body Swap,Gender Swap,Eccentric Female Lead,Power Struggle  ","Jang Bong Hwan is a South Korean chef who has risen up the ranks to cook for the country혪s top politicians in the Blue House혪s presidential residences. After a serious accident, he finds himself in the body of the young queen, Kim So Yong, when whisked away to an era deep in Korea혪s past.

While Queen Kim So Yong혪s husband is the reigning monarch, King Cheol Jong, he is so in name only. The late King Sunjo혪s Queen, Sun Won, has taken advantage of King Cheol Jong혪s better nature, and is ruling the realm in his name. And she faces competition from her own brother, Kim Jwa Guen, who also has designs on power. 

Queen Kim So Yong will come to  discover that her husband harbours some secrets, and is not as gentle and meek as he seems혚",https://i.mydramalist.com/qPA42_4c.jpg?v=1
Hotel del Luna,Drama,South Korea,16,2019,tvN,1 hr. 20 min.,"1,03,014",Oh Choong Hwan,"Hong Jung Eun,  Hong Mi Ran",8.7,"48,784","IU,Yeo Jin Goo,Shin Jung Keun,Bae Hae Seon,P.O,Jo Hyun Chul","Horror,Comedy,Romance,Fantasy "," Immortal,Boss-Employee Relationship,Strong Female Lead,Ghost,Smart Female Lead,Ghost-seeing Male Lead,Supernatural,Hotel,Nice Male Lead,Rich Female Lead  ","Nestled deep in the heart of Seoul혪s thriving downtown sits a curious hotel, the like of which no one has ever seen before. Old beyond measure, the building has stood for millennia, an ever-present testament to the fact that things are not always what they seem. Running this hotel is Jang Man Wol, a greedy, suspicious soul who has spent the past thousand years acting as the establishment혪s CEO. Bound to the hotel by a deity who keeps her there to save her from going berserk and self-destruction with rage, hatred and thirst for revenge. Her only hope of escape is if she could let go of her resentment and hatred, and find love. Trapped in her resentment for a betrayal, Man Wol is doomed to spend all of the eternity running this odd establishment, catering to the needs of the most peculiar clientele. 

Things take an interesting turn when Goo Chan Sung  shows up. Once the youngest assistant manager ever to work at a multinational hotel corporation, Chan Sung finds himself forced to manage the Hotel del Luna because of a deal his father made with Man Wol years ago. Excellent with managing money, he starts to put Jang's excessive spending and disastrous finance situation in order, that may be exactly what this odd establishment and its cursed CEO needs.",https://i.mydramalist.com/RApq6c.jpg?v=1
Go Back Couple,Drama,South Korea,12,2017,KBS2,1 hr. 10 min.,"31,042",Ha Byung Hoon,Kwon Hye Joo,8.6,"14,967","Jang Na Ra,Son Ho Jun,Heo Jung Min,Han Bo Reum,Jang Ki Yong,Go Bo Gyeol","Comedy,Romance,Fantasy "," Time Travel,Marriage,Love/Hate Relationship,Mother-Daughter Relationship,Misunderstanding,Married Couple,1990s,Failing Marriage,Sismance,Bromance  ","38-years-old married couple, Choi Ban Do and Ma Jin Joo, were in love when they got married but now, hate each other and regret marrying at such a young age. Choi Ban Do has been burdened with being the breadwinner, and Ma Jin Joo is a housewife with low self-esteem. The couple travels through time and finds themselves as 20-year-old university students when they met for the first time.",https://i.mydramalist.com/w0RAYc.jpg?v=1
Chicago Typewriter,Drama,South Korea,16,2017,tvN,1 hr. 10 min.,"47,846",Kim Chul Gyu,Jin Soo Wan,8.7,"19,430","Yoo Ah In,Im Soo Jung,Go Kyung Pyo,Kwak Shi Yang,Jo  Woo Jin,Oh Na Ra","Comedy,Romance,Supernatural,Political "," Reincarnation,Strong Friendship,Writer,Hardworking Male Lead,Hardworking Female Lead,Strong Female Lead,Successful Male Lead,Bromance,Flashback To Past,Tragic Past  ","This drama follows the lives of two men and a woman through two eras: one during the 1930s Japanese occupation of Korea and the other in the 21st century. The three main characters are:

(1) Han Se Joo was a writer in his past life and a bestselling author in the present. But Se Joo is depressed with writer혪s block so he can't write his next book.
(2) Yu Jin Oh owned a bar in his previous life.  In 2017 he is a talented ghostwriter who can bail Se Joo out of his predicament, but the mysterious man has a condition for his services. Se Joo may not be able to meet it.
(3) Jeon Seol was a sniper. Now she has extremely varied expertise. She is a former Olympian hopeful, a veterinarian, and a book lover who runs her own delivery service. She oscillates between extreme fandom and an anti-fandom of Se Joo.

The intricately woven story of these three characters unfolds to reveal strange mirroring connections between the time periods as well as possibilities for past lives to be redeemed or improved in the modern world. This story depicts Korea and the friendship between the three beautifully through different times.",https://i.mydramalist.com/Jkd1jc.jpg?v=1
W,Drama,South Korea,16,2016,MBC,60 min.,"1,27,709",Jeong Dae Yun,Song Jae Jung,8.5,"68,351","Han Hyo Joo,Lee Jong Suk,Kim Eui Sung,Lee Tae Hwan,Jung Eugene,Lee Si Eon","Thriller,Comedy,Romance,Fantasy "," Parallel Dimension,Webtoon Artist,Gun Violence,Crossworlds Traveler,Steamy Kiss,Serial Killer,Rich Male Lead,Lovers Separated,Attempted Murder,Murder  ","Oh Sung Moo, the father of cardiothoracic surgeon Oh Yeon Joo, mysteriously goes missing while writing the last chapter of his webtoon ""W"". Yeon Joo goes to his office looking, but a hand from his monitor suddenly pulls her in, and she finds herself on the rooftop of a building, next to a bloodied man. She manages to save the person, only to realize that he is Kang Cheol, the main character of her father's webtoon. Yeon Joo later discovers she can only enter and leave the webtoon depending on Kang Cheol's feelings.",https://i.mydramalist.com/6wjE0_4c.jpg?v=1
Once Again,Drama,South Korea,100,2020,KBS2,35 min.,"9,287",Lee Jae Sang,Yang Hee Seung,8.6,"3,511","Chun Ho Jin,Cha Hwa Yun,Lee Jung Eun,Oh Dae Hwan,Lee Min Jung,Lee Sang Yeob","Comedy,Romance,Drama,Family "," Divorce,Family Relationship,Multiple Couples,Multiple Mains,Marriage,Slice Of Life,Married Couple,Age Gap,Sibling,Secret Relationship  ","""Once Again"" is the story of the eventful Song family who can혪t get a day of peace and their neighbors in Yongju Market. 

Frugal father Song Young Dal and nagging mother Jang Ok Boon have been married for many years and have 4 adult children: stuntman Joon Sun, housewife Ga Hee, pediatrician Na Hee, and intern Da Hee.

The third child Na Hee works with her fellow pediatrician husband Gyu Jin at the same hospital. They fell in love during their medical school days and got married, but they have since drifted apart and their married life is not doing well. Meanwhile, the first child Joon Sun and second child Ga Hee are both divorcees and have returned to live with their parents, while the youngest child Da Hee is engaged to be married soon.

Partway, mysterious kimbap restaurant owner Kang Cho Yeon joins the fray and opens up shop in the Yongju Market. How will her appearance impact the other characters?",https://i.mydramalist.com/kWPprc.jpg?v=1
The Day of Becoming You,Drama,China,26,2021,iQiyi,45 min.,"12,159",Wang Zheng,Wang Xiong Cheng,8.5,"5,075","Zhang Xin Cheng,Liang Jie,Zhao Zhi Wei,Vian Wang,Zhou Shi Yuan,An Ge","Friendship,Comedy,Romance,Supernatural "," Body Swap,Celebrity,Hardworking Female Lead,Famous Lead/Common Lead,Strong Female Lead,Idol,Friends To Lovers,Nice Male Lead,Reporter Female Lead,Cheerful Female Lead  ","The leader of a boyband and an entertainment reporter are forced into many outrageous situations after they switched bodies. Jiang Yi is a big star in the entertainment industry. He is the cold and distant leader of a popular boy band. In reality, he's simply not good at expressing himself ever since his parents divorced when he was young. Meanwhile, Yu Sheng Sheng has become an entertainment reporter who keeps running up against a stone wall at work. Their lives were not meant to intersect, but an accident results in the two exchanging bodies on their birthday which happens to fall on the same day. The sudden change catches them off guard and with only each other to turn to for support in the days and nights that followed, Jiang Yi and Yu Sheng Sheng gradually fall in love.",https://i.mydramalist.com/2Pjkd_4c.jpg?v=1
Weightlifting Fairy Kim Bok Joo,Drama,South Korea,16,2017,MBC,60 min.,"1,30,515","Oh Hyun Jong,  Nam Sung Woo","Yang Hee Seung,  Kim Soo Jin",8.8,"72,513","Lee Sung Kyung,Nam Joo Hyuk,Lee Jae Yoon,Kyung Soo Jin,Cho Hye Jung,Lee Joo Young","Comedy,Romance,Youth,Sports "," College Life,Dream,Friends To Lovers,Weightlifting,Strong Female Lead,Bantering Relationship,Male Chases Female First,Tomboy,Swimming,Sismance  ","Bok Joo is a weightlifter who is pursuing her dream of winning the gold medal but she then finds romance for the first time in her life. While she is a woman who trains with heavy steel weights, she is also very feminine when it comes to relationships. Focusing solely on weightlifting would jeopardize her relationship but leaving her weightlifting career for love would keep her from attaining her dreams. Can she find a way to have love as well as glory at the age of 20? The characters within this drama are elite athletes in weightlifting, swimming and rhythmic gymnastics who work hard to reach their goals in life. It covers their coming-of-age stories and relationships through hectic life.",https://i.mydramalist.com/D2X7Dc.jpg?v=1
1 Litre no Namida,Drama,Japan,11,2005,Fuji TV,45 min.,"33,014","Murakami Shosuke,  Kinoshita Takao","Yokota Rie,  Egashira Michiru,  Oshima Satomi",9,"16,844","Sawajiri Erika,Nishikido Ryo,Yakushimaru Hiroko,Jinnai Takanori,Narumi Riko,Sanada Yuma","Romance,Drama,Family,Melodrama "," Based On True Story,Terminal Illness,Tearjerker,High School,Adapted From A Novel,Sick Female Lead,Spinocerebellar Ataxia,Death,Strong Female Lead,School  ","15-year-old Ikeuchi Aya is an ordinary girl, the daughter of a family who works at a tofu shop, and a soon-to-be high schooler. However, odd things have been happening to Aya lately. She has been falling down often and walks strange. Her mother, Shioka, takes Aya to see the doctor, and he informs Shioka that Aya has spinocerebellar degeneration - a terrible disease where the cerebellum of the brain gradually deteriorates to the point where the victim cannot walk, speak, write, or eat.",https://i.mydramalist.com/wXjEb_4c.jpg?v=1
Strong Woman Do Bong Soon,Drama,South Korea,16,2017,jTBC,1 hr. 7 min.,"1,44,121",Lee Hyung Min,Baek Mi Kyung,8.7,"82,382","Park Bo Young,Park Hyung Sik,Kim Ji Soo,Jun Suk Ho,Shim Hye Jin,Yoo Jae Myung","Action,Comedy,Romance,Supernatural "," Strong Female Lead,Female Lead Action Scenes,Superhuman Strength,Love Triangle,Game Developer,Gangster,Nice Male Lead,Bodyguard,Workplace,Father-Daughter Relationship  ","Do Bong Soon is a petite, unemployed woman who is honest and kind. She appears little and sweet on the outside, but she is in fact very, very strong. For generations in her family, the women have been gifted Herculean strength to use for the greater good. If abused, however, their power will be taken away.

Whilst standing up for herself after gang members bully her, she finds herself approached by Ahn Min Hyuk, the handsome and somewhat childish CEO of Ainsoft, a gaming company. Ahn Min Hyuk, who holds a great distrust towards the police, witnessed the whole exchange of Bong Soon's superhuman strength, and now wants to employ her as a bodyguard after being threatened by an unknown enemy. Min Hyuk falls in love with super-strong Bong Soon at first sight, but there's a catch. Bong Soon has eyes for someone else; police officer and childhood friend, In Guk Doo, whom she has known since high school.

When chaos ensues after a series of kidnappings in Do Bong Soon's hometown of Dobong-dong, Dobong-gu, Bong Soon must decide whether to use her strength and stand up to evil, or play it safe and keep her powers hidden from the world. Combined with the love triangle she faces between In Guk Doo and Ahn Min Hyuk, as well as having to keep Min Hyuk safe, Bong Soon's life is thrown into turmoil. Can she use her strength for the greater good, or will it prove in the end to be too much?",https://i.mydramalist.com/XZqYJc.jpg?v=1
My Father is Strange,Drama,South Korea,52,2017,KBS2,1 hr. 6 min.,"23,024",Lee Jae Sang,Lee Jung Sun,8.6,"9,311","Kim Yeong Cheol,Kim Hae Sook,Ryu Soo Young,Lee Yoo Ri,Lee Joon,Jung So Min","Comedy,Romance,Drama,Family "," Family Secret,Sisterhood,Eccentric Female Lead,Fake Incest,Multiple Couples,Strong Female Lead,Father-Daughter Relationship,Mother-Daughter Relationship,Mother-Son Relationship,Father-Son Relationship  ","This drama is about a family that lives on the outskirts of Seoul. Byun Han Soo is the father and His wife, Na Yeong Shil is a dedicated, responsible mother to his three daughters and one son including Hye Yeong, Mi Yeong, Ra Yeong, and Joon Young. Suddenly one day, Ahn Joong Hee shows up at the household and declares that he is the son of the family. Joong Hee is an actor who used to be a member of an idol group. He begins to live with them.",https://i.mydramalist.com/j0p0dc.jpg?v=1
Sweet Home,Drama,South Korea,10,2020,Netflix,52 min.,"53,398",Lee Eung Bok,,8.7,"29,785","Song Kang,Lee Jin Wook,Lee Si Young,Lee Do Hyun,Kim Nam Hee,Go Min Si","Horror,Drama,Sci-Fi,Supernatural "," Monsters,Gore,Survival,Character Development,Adapted From A Webtoon,Supernatural Phenomena,Multiple Mains,Trauma,School Bullying,Attempted Suicide  ","Following the death of his family in an accident, loner Cha Hyun Soo moves to a new apartment. His quiet life is soon disturbed by strange incidents that start occurring in his apartment, and throughout Korea. As people start to turn into monsters, Hyun Soo and the other residents try to survive.",https://i.mydramalist.com/xy8oq_4c.jpg?v=1
